6302;ABSORVENTE SEMPRE LIVRE ADAPT SUAVE S/ABAS C/8;UN;4.99;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;54.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
6310;ABSORVENTE SYM 360 NORMAL SUAVE C/AB C/8;UN;2.99;1.99;2020-01-23 00:00:00.000;2020-01-28 23:59:59.000;174.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
6309;ABSORVENTE SYM 360 NORMAL SUAVE S/ABAS C/8;UN;3.99;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;3.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
6309;ABSORVENTE SYM 360 NORMAL SUAVE S/ABAS C/8;UN;3.99;1.99;2018-04-12 00:00:00.000;2018-04-17 23:59:59.000;3.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
33525;ABSORVENTE SYM C/ABAS L16P14 COBERTURA SECA;UN;5.79;2.58;2019-11-14 00:00:00.000;2019-11-19 23:59:59.000;130.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
27926;ABSORVENTE SYM C/ABAS L16P14 COBERTURA SUAVE;UN;5.79;2.58;2019-11-14 00:00:00.000;2019-11-19 23:59:59.000;58.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
6308;ABSORVENTE SYM GIRL SUAVE C/A C/8;UN;3.49;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;2.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
6308;ABSORVENTE SYM GIRL SUAVE C/A C/8;UN;3.49;1.99;2018-04-12 00:00:00.000;2018-04-17 23:59:59.000;2.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
13590;ABSORVENTE SYM NOITE DIA SUAVE C/A C/16;UN;7.99;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;19.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
20827;ABSORVENTE SYM NOTURNO SUAVE C/A C/8;UN;4.49;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;88.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
26315;ABSORVENTE SYM PROT. DIARIO C/15 C/PERFUME;UN;4.29;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;41.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
26316;ABSORVENTE SYM PROT. DIARIO C/15 S/PERFUME;UN;4.29;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;17.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
41575;ABSORVENTE SYM PROT. DIARIO C/40 C/PERFUME;UN;8.49;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;12.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
